gender,home_location,education_level,age,num_subjects,device_type,economic_status,family_size,internet_availability,elderly_monitoring,study_hours,sleep_hours,social_media_hours,separate_study_room,group_study,marks_before,online_interaction,online_doubt_clearing,interest_area,online_performance,satisfaction,tech_readiness,marks_after,engagement_cal
Female,Urban,School,19,3,Laptop,Middle Class,4,5,No,8,6,3,Yes,yes,71,3,4,Theory,7,3,6,80,9
Female,Rural,Under Graduate,19,7,Mobile,Poor,6,2,Yes,6,5,2,No,yes,71,5,5,Theory,10,3,2,80,10
Female,Rural,Under Graduate,21,5,Laptop,Middle Class,3,2,No,5,7,4,No,yes,81,2,3,Both,6,1,3,90,4
Male,Rural,Under Graduate,19,7,Laptop,Middle Class,7,2,No,10,7,1,Yes,No,71,1,3,Both,2,1,3,80,10
Female,Urban,Under Graduate,18,8,Laptop,Middle Class,4,5,Yes,6,7,4,No,yes,91,1,1,Both,7,2,6,100,4
Female,Urban,Under Graduate,19,6,Mobile,Middle Class,4,4,No,3,8,1,Yes,yes,71,3,4,Theory,8,2,4,80,6
Female,Urban,Under Graduate,20,9,Laptop,Middle Class,5,3,No,3,4,8,No,No,91,3,2,Both,4,1,4,100,-2
Male,Urban,Under Graduate,19,7,Laptop,Middle Class,4,4,No,2,7,4,Yes,No,91,3,2,Both,6,1,5,100,1
Male,Urban,Under Graduate,19,6,Laptop,Middle Class,3,3,No,4,6,3,Yes,No,91,3,3,Both,8,2,4,100,4
Male,Urban,Under Graduate,20,1,Laptop,Middle Class,6,5,No,5,5,3,Yes,No,91,3,3,Theory,8,2,6,100,5
Male,Urban,Under Graduate,19,5,Laptop,Middle Class,4,5,No,5,8,2,Yes,yes,81,2,3,Both,10,1,6,90,6
Male,Urban,Under Graduate,19,5,Laptop,Rich,3,5,No,4,7,3,Yes,No,91,3,3,Theory,7,2,6,100,4
Female,Urban,Post Graduate,19,7,Laptop,Middle Class,4,3,No,1,4,6,Yes,yes,81,4,1,Practical,4,1,4,90,0
Male,Urban,Under Graduate,19,9,Laptop,Middle Class,6,5,Yes,8,7,1,Yes,No,91,2,1,Both,8,1,6,100,9
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,4,No,4,7,4,Yes,No,91,4,4,Both,9,2,5,100,4
Female,Urban,Under Graduate,18,7,Laptop,Middle Class,4,5,Yes,3,10,2,Yes,No,91,4,3,Practical,7,2,6,100,5
Male,Urban,School,20,7,Laptop,Middle Class,4,5,Yes,3,6,2,Yes,No,91,1,1,Both,5,1,6,100,2
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,5,4,Yes,3,8,5,No,No,61,3,3,Practical,6,3,5,70,1
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,5,4,Yes,3,6,4,Yes,No,71,2,2,Practical,4,2,5,80,1
Male,Urban,Under Graduate,19,7,Laptop,Middle Class,4,5,No,4,6,1,Yes,yes,81,3,3,Both,8,2,6,90,7
Male,Urban,Under Graduate,21,9,Laptop,Middle Class,5,5,No,4,7,1,Yes,No,81,3,3,Both,8,1,6,90,6
Male,Urban,Under Graduate,19,7,Laptop,Middle Class,4,4,No,5,8,2,Yes,yes,81,3,2,Practical,7,1,5,90,7
Female,Urban,Under Graduate,19,7,Laptop,Middle Class,3,3,No,3,5,4,Yes,No,81,3,2,Practical,5,2,4,90,2
Male,Rural,School,19,7,Mobile,Middle Class,4,2,Yes,3,6,1,No,No,81,2,4,Theory,7,2,2,90,4
Female,Urban,Under Graduate,20,20,Laptop,Middle Class,4,5,No,3,8,2,Yes,No,91,1,2,Practical,10,2,6,100,2
Male,Urban,Under Graduate,17,5,Laptop,Middle Class,4,3,Yes,2,7,1,Yes,yes,81,2,3,Both,5,1,4,90,4
Male,Urban,School,17,5,Laptop,Middle Class,4,5,No,2,8,3,Yes,yes,71,3,3,Theory,7,2,6,80,3
Male,Urban,Under Graduate,18,7,Laptop,Middle Class,6,5,No,4,6,2,No,yes,71,3,2,Practical,6,1,6,80,6
Male,Urban,Under Graduate,18,6,Laptop,Middle Class,3,4,No,3,6,2,No,yes,71,3,3,Both,7,3,5,80,5
Female,Rural,Under Graduate,19,7,Mobile,Middle Class,4,3,Yes,7,6,1,No,No,91,3,3,Practical,8,2,3,100,9
Male,Urban,School,18,7,Laptop,Middle Class,3,4,Yes,4,6,2,Yes,No,91,4,4,Practical,6,2,5,100,6
Female,Urban,Under Graduate,20,8,Laptop,Middle Class,3,4,Yes,3,8,9,Yes,No,71,3,3,Both,6,1,5,80,-3
Male,Urban,Under Graduate,20,7,Mobile,Middle Class,3,4,Yes,3,7,1,Yes,No,81,3,2,Practical,7,1,4,90,5
Male,Urban,Under Graduate,17,5,Laptop,Middle Class,4,3,No,2,5,2,Yes,yes,81,3,2,Both,6,1,4,90,4
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,5,4,No,4,5,3,Yes,No,81,4,4,Both,8,3,5,90,5
Female,Urban,Under Graduate,17,6,Laptop,Middle Class,5,4,No,8,4,2,Yes,yes,81,2,1,Both,7,1,5,90,9
Female,Urban,Post Graduate,38,8,Laptop,Middle Class,4,5,Yes,10,5,3,Yes,No,91,5,5,Practical,9,3,6,100,12
Male,Urban,Under Graduate,17,6,Desktop,Middle Class,5,4,Yes,5,7,8,Yes,yes,71,2,3,Practical,6,2,4,80,0
Female,Urban,Under Graduate,20,8,Laptop,Middle Class,3,4,No,3,8,9,Yes,No,71,2,3,Both,6,1,5,80,-4
Male,Rural,Under Graduate,19,6,Laptop,Middle Class,4,3,Yes,4,7,1,Yes,No,81,3,3,Both,6,2,4,90,6
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,5,No,2,5,5,No,yes,81,3,3,Practical,6,2,6,90,1
Male,Urban,School,17,6,Laptop,Middle Class,4,4,No,1,10,8,Yes,No,71,2,3,Practical,7,2,5,80,-5
Male,Rural,Under Graduate,19,20,Laptop,Middle Class,4,2,Yes,2,9,3,No,No,71,3,2,Practical,7,1,3,80,2
Male,Rural,Under Graduate,20,8,Mobile,Middle Class,5,2,Yes,3,5,1,No,No,71,1,4,Both,4,2,2,80,3
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,4,4,Yes,2,7,2,No,yes,71,2,2,Practical,5,2,5,80,3
Female,Urban,Under Graduate,20,8,Laptop,Middle Class,10,5,Yes,7,6,1,Yes,No,91,2,1,Practical,8,2,6,100,8
Male,Urban,Under Graduate,18,8,Laptop,Middle Class,4,2,No,3,7,1,No,yes,61,3,1,Practical,7,1,3,70,6
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,3,Yes,3,7,2,Yes,yes,81,3,3,Both,6,2,4,90,5
Female,Urban,Under Graduate,20,8,Laptop,Middle Class,4,3,Yes,1,5,1,No,No,81,4,3,Practical,7,2,4,90,4
Male,Rural,Under Graduate,19,7,Laptop,Middle Class,4,3,Yes,2,7,4,Yes,No,81,2,3,Theory,7,2,4,90,0
Male,Rural,Under Graduate,20,18,Laptop,Middle Class,3,4,Yes,6,8,2,Yes,No,71,2,1,Both,4,2,5,80,6
Male,Urban,Under Graduate,18,5,Laptop,Middle Class,4,4,No,2,5,3,No,yes,81,2,3,Practical,4,1,5,90,2
Male,Rural,Under Graduate,19,7,Laptop,Middle Class,4,1,No,10,5,2,Yes,No,81,1,1,Practical,4,1,2,90,9
Male,Urban,Under Graduate,19,7,Laptop,Middle Class,3,4,Yes,4,6,2,Yes,yes,81,3,2,Practical,8,1,5,90,6
Female,Urban,Under Graduate,19,5,Mobile,Middle Class,6,5,No,8,8,5,Yes,No,71,4,4,Practical,10,3,5,80,7
Female,Urban,Under Graduate,18,5,Laptop,Middle Class,6,5,Yes,2,6,2,Yes,No,81,2,1,Both,2,1,6,90,2
Male,Urban,Under Graduate,20,7,Laptop,Rich,5,4,Yes,3,5,3,No,No,71,4,2,Both,7,2,5,80,4
Male,Urban,Under Graduate,18,8,Laptop,Middle Class,4,4,Yes,3,6,2,No,No,81,1,1,Both,5,2,5,90,2
Female,Urban,Under Graduate,20,7,Laptop,Middle Class,5,5,Yes,5,6,3,Yes,yes,51,3,4,Theory,7,2,6,60,6
Female,Rural,Under Graduate,17,6,Laptop,Middle Class,4,2,No,3,7,2,Yes,No,71,3,3,Practical,7,3,3,80,4
Male,Urban,School,18,6,Laptop,Middle Class,4,3,Yes,4,7,1,Yes,No,81,1,3,Practical,6,1,4,90,4
Female,Urban,Under Graduate,18,6,Laptop,Middle Class,3,5,Yes,5,7,3,Yes,No,91,5,5,Both,10,3,6,100,7
Male,Rural,Under Graduate,18,6,Laptop,Middle Class,3,3,Yes,8,1,1,Yes,No,91,3,3,Practical,4,2,4,100,10
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,1,9,10,Yes,yes,61,1,1,Both,2,1,5,70,-7
Female,Urban,Under Graduate,19,8,Laptop,Middle Class,4,5,No,4,8,3,Yes,No,71,3,1,Both,7,2,6,80,4
Male,Urban,Under Graduate,19,8,Laptop,Middle Class,5,4,No,10,10,4,Yes,No,71,4,5,Both,10,3,5,80,10
Female,Urban,Under Graduate,18,5,Mobile,Middle Class,6,4,Yes,6,5,2,No,No,81,3,3,Theory,7,2,4,90,7
Male,Urban,School,18,7,Laptop,Middle Class,4,5,Yes,10,4,1,Yes,No,91,4,3,Theory,9,3,6,100,13
Male,Urban,Under Graduate,18,4,Laptop,Middle Class,4,5,Yes,6,7,2,Yes,yes,71,3,5,Practical,8,2,6,80,8
Male,Urban,Under Graduate,18,5,Laptop,Middle Class,4,4,Yes,3,7,4,Yes,No,81,3,3,Practical,6,2,5,90,2
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,6,3,Yes,6,6,1,Yes,No,91,4,3,Both,6,3,4,100,9
Male,Rural,Under Graduate,21,8,Mobile,Middle Class,5,4,Yes,2,8,2,Yes,yes,61,3,3,Both,6,3,4,70,4
Male,Urban,Under Graduate,19,9,Laptop,Middle Class,4,5,Yes,6,8,1,Yes,yes,81,5,3,Practical,5,1,6,90,11
Female,Urban,Under Graduate,18,7,Laptop,Middle Class,4,4,Yes,3,6,5,Yes,No,61,2,5,Both,7,3,5,70,0
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,5,2,Yes,2,6,2,No,yes,81,3,3,Practical,6,2,3,90,4
Male,Urban,School,19,6,Laptop,Middle Class,4,5,Yes,3,7,4,Yes,yes,71,3,1,Theory,6,2,6,80,3
Male,Rural,Under Graduate,19,3,Laptop,Middle Class,8,4,No,2,10,1,No,yes,91,1,1,Practical,8,1,5,100,3
Female,Rural,Under Graduate,20,8,Laptop,Middle Class,4,4,No,4,6,3,Yes,yes,61,4,3,Both,7,2,5,70,6
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,4,Yes,4,8,2,Yes,yes,81,3,2,Both,8,3,5,90,6
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,3,5,Yes,4,6,4,No,No,71,3,3,Both,8,2,6,80,3
Male,Urban,Under Graduate,18,4,Laptop,Middle Class,4,3,No,6,8,1,No,No,81,2,1,Practical,3,1,4,90,7
Female,Urban,Under Graduate,20,8,Laptop,Middle Class,4,3,No,3,7,2,Yes,yes,61,2,4,Both,6,2,4,70,4
Male,Rural,Under Graduate,18,6,Laptop,Middle Class,3,3,No,6,7,3,Yes,No,71,4,4,Both,6,2,4,80,7
Female,Urban,School,20,7,Laptop,Middle Class,4,4,No,4,8,4,Yes,No,71,2,2,Practical,8,2,5,80,2
Male,Urban,School,20,8,Laptop,Middle Class,4,4,Yes,1,6,4,Yes,yes,61,1,1,Theory,7,1,5,70,-1
Male,Rural,Under Graduate,17,5,Laptop,Rich,5,5,No,7,8,3,Yes,yes,91,4,3,Theory,7,2,6,100,9
Male,Urban,Under Graduate,19,7,Laptop,Middle Class,5,3,No,2,6,3,Yes,yes,71,3,2,Practical,7,1,4,80,3
Female,Rural,Under Graduate,20,7,Laptop,Poor,5,4,Yes,6,6,1,Yes,yes,71,5,5,Practical,9,3,5,80,11
Male,Urban,Under Graduate,19,5,Laptop,Middle Class,4,4,Yes,2,6,1,No,No,91,3,1,Practical,6,2,5,100,4
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,5,Yes,2,4,4,No,yes,31,1,1,Practical,8,3,6,40,0
Male,Rural,Under Graduate,20,6,Laptop,Middle Class,5,2,Yes,3,7,2,No,No,81,3,2,Practical,4,1,3,90,4
Male,Urban,Under Graduate,19,8,Laptop,Middle Class,4,4,Yes,6,7,1,Yes,yes,81,3,4,Both,7,1,5,90,9
Female,Urban,Under Graduate,21,7,Laptop,Middle Class,5,4,No,4,10,2,Yes,No,71,3,3,Both,8,2,5,80,5
Female,Rural,Under Graduate,18,7,Laptop,Middle Class,4,3,Yes,7,8,5,Yes,No,71,2,2,Both,4,1,4,80,4
Male,Urban,School,19,6,Laptop,Middle Class,5,4,Yes,1,7,2,No,No,81,1,1,Practical,2,1,5,90,0
Male,Urban,Under Graduate,18,6,Laptop,Middle Class,3,2,No,3,7,4,No,No,81,3,2,Both,3,1,3,90,2
Female,Urban,Under Graduate,20,8,Laptop,Middle Class,5,5,No,3,8,3,Yes,yes,81,3,3,Both,6,2,6,90,4
Male,Rural,Under Graduate,20,8,Mobile,Middle Class,4,2,No,5,3,1,Yes,yes,21,2,3,Theory,2,2,2,30,7
Male,Rural,Under Graduate,20,6,Laptop,Middle Class,10,4,Yes,3,7,2,Yes,yes,71,3,3,Practical,8,1,5,80,5
Male,Urban,Under Graduate,20,20,Laptop,Middle Class,9,2,No,3,4,2,Yes,No,81,1,1,Both,8,1,3,90,2
Male,Rural,Under Graduate,22,9,Laptop,Middle Class,5,3,Yes,3,7,2,No,yes,61,3,3,Practical,8,2,4,70,5
Male,Urban,Post Graduate,21,8,Laptop,Middle Class,4,5,Yes,2,7,3,Yes,yes,91,4,3,Both,9,2,6,100,4
Female,Urban,Under Graduate,18,6,Laptop,Middle Class,4,3,No,9,7,2,Yes,No,81,3,3,Both,5,2,4,90,10
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,Yes,4,6,3,Yes,yes,71,4,4,Both,8,2,5,80,6
Female,Urban,Under Graduate,20,4,Laptop,Middle Class,3,5,No,8,6,6,Yes,No,81,2,3,Both,8,3,6,90,4
Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,3,Yes,6,7,2,Yes,yes,71,3,4,Practical,9,1,4,80,8
Female,Rural,Under Graduate,17,7,Laptop,Middle Class,4,3,Yes,8,6,2,Yes,No,81,5,5,Theory,8,3,4,90,11
Male,Urban,Under Graduate,21,20,Mobile,Middle Class,3,4,No,5,10,3,Yes,No,81,3,3,Practical,7,3,4,90,5
Female,Urban,Under Graduate,19,6,Laptop,Middle Class,3,3,Yes,6,7,1,Yes,yes,91,3,2,Both,8,1,4,100,9
Male,Rural,Under Graduate,21,8,Laptop,Middle Class,5,3,No,5,8,2,Yes,yes,61,3,3,Both,7,2,4,70,7
Female,Urban,Under Graduate,20,8,Laptop,Middle Class,2,4,No,10,6,1,Yes,yes,71,3,4,Both,6,2,5,80,13
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,4,No,5,6,2,No,yes,81,4,5,Both,8,2,5,90,8
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,5,5,Yes,6,6,2,Yes,No,71,3,3,Practical,6,3,6,80,7
Female,Urban,Under Graduate,18,4,Laptop,Middle Class,3,4,No,5,8,1,Yes,No,81,3,3,Theory,8,3,5,90,7
Male,Urban,Under Graduate,21,5,Laptop,Middle Class,5,4,No,3,7,9,Yes,No,61,2,1,Practical,4,1,5,70,-4
Male,Urban,Under Graduate,20,9,Laptop,Middle Class,5,4,Yes,2,8,2,No,yes,71,4,4,Both,8,2,5,80,5
Male,Urban,School,20,8,Laptop,Middle Class,4,5,No,3,5,4,No,No,81,3,2,Both,8,1,6,90,2
Female,Urban,Under Graduate,17,7,Laptop,Rich,10,4,Yes,3,7,2,Yes,No,81,2,3,Practical,5,1,5,90,3
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,3,Yes,3,7,2,No,No,71,3,2,Practical,5,2,4,80,4
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,3,2,No,1,5,2,No,No,61,1,3,Theory,6,3,3,70,0
Male,Urban,Under Graduate,21,6,Laptop,Middle Class,4,3,Yes,6,6,1,Yes,yes,31,1,3,Theory,6,1,4,40,7
Male,Urban,Under Graduate,19,8,Laptop,Middle Class,4,5,Yes,2,5,1,Yes,No,71,1,1,Practical,6,2,6,80,2
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,4,4,3,Yes,No,81,3,3,Both,6,2,5,90,4
Female,Urban,School,19,7,Laptop,Middle Class,4,4,Yes,4,8,2,Yes,yes,91,3,2,Both,5,1,5,100,6
Female,Urban,School,19,7,Laptop,Middle Class,5,5,Yes,2,7,2,No,yes,81,1,1,Both,6,2,6,90,2
Male,Rural,Under Graduate,20,8,Laptop,Middle Class,5,4,No,1,8,3,Yes,yes,71,1,1,Both,8,3,5,80,0
Female,Urban,Under Graduate,20,9,Laptop,Middle Class,4,3,No,3,7,4,Yes,No,71,2,2,Theory,5,2,4,80,1
Female,Urban,School,20,6,Laptop,Middle Class,4,5,Yes,5,9,3,Yes,yes,81,3,1,Both,6,1,6,90,6
Female,Urban,Under Graduate,19,7,Laptop,Rich,4,5,Yes,5,4,2,Yes,yes,81,3,2,Both,4,1,6,90,7
Female,Urban,Under Graduate,19,7,Laptop,Middle Class,4,4,No,2,8,3,No,yes,81,3,2,Theory,9,2,5,90,3
Male,Urban,Under Graduate,18,6,Laptop,Middle Class,4,5,Yes,1,6,4,No,yes,71,3,3,Practical,4,2,6,80,1
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,4,4,2,Yes,No,81,3,3,Both,9,2,5,90,5
Male,Urban,Under Graduate,20,7,Mobile,Middle Class,4,5,Yes,1,7,3,Yes,No,81,2,3,Both,6,2,5,90,0
Male,Urban,Under Graduate,19,8,Mobile,Middle Class,4,4,No,6,8,1,No,No,81,4,4,Practical,8,1,4,90,9
Male,Rural,Under Graduate,20,9,Laptop,Middle Class,3,4,No,4,9,3,Yes,No,81,2,2,Practical,6,2,5,90,3
Male,Urban,Under Graduate,20,6,Desktop,Middle Class,3,5,No,10,8,2,Yes,No,91,2,1,Both,8,1,5,100,10
Male,Rural,Under Graduate,19,9,Laptop,Middle Class,4,1,Yes,2,7,2,Yes,No,81,3,3,Both,9,2,2,90,3
Female,Urban,Under Graduate,19,6,Laptop,Middle Class,3,3,Yes,5,9,3,Yes,No,81,1,2,Both,3,2,4,90,3
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,5,No,4,8,4,Yes,No,71,3,3,Practical,7,2,6,80,3
Female,Urban,Under Graduate,20,6,Laptop,Middle Class,4,5,No,4,7,2,No,yes,81,3,4,Practical,7,3,6,90,6
Female,Urban,Under Graduate,20,7,Mobile,Middle Class,4,3,No,2,5,5,Yes,yes,91,2,3,Both,8,2,3,100,0
Female,Rural,School,20,8,Laptop,Middle Class,10,3,Yes,5,6,2,Yes,yes,71,4,4,Practical,8,3,4,80,8
Male,Urban,School,20,6,Laptop,Middle Class,4,4,No,5,6,2,Yes,No,51,2,2,Practical,6,2,5,60,5
Male,Rural,Under Graduate,19,8,Mobile,Middle Class,4,4,No,6,7,3,No,No,81,2,3,Practical,5,1,4,90,5
Male,Urban,Under Graduate,20,1,Desktop,Middle Class,3,5,Yes,1,7,1,Yes,No,61,3,5,Both,10,3,5,70,3
Female,Urban,Under Graduate,21,8,Mobile,Middle Class,4,4,No,7,7,2,No,No,81,4,3,Practical,7,2,4,90,9
Female,Rural,Under Graduate,21,9,Laptop,Middle Class,3,3,No,6,7,3,Yes,No,71,3,2,Both,4,2,4,80,6
Male,Urban,Under Graduate,19,7,Mobile,Middle Class,4,4,Yes,4,6,3,Yes,yes,81,3,4,Both,8,2,4,90,5
Male,Urban,Under Graduate,22,8,Mobile,Middle Class,8,3,Yes,3,6,2,No,No,71,3,3,Both,8,2,3,80,4
Female,Urban,Under Graduate,18,7,Laptop,Rich,4,5,Yes,4,7,3,Yes,yes,81,3,3,Theory,7,3,6,90,5
Female,Urban,Under Graduate,19,7,Laptop,Middle Class,5,4,Yes,1,5,3,No,No,71,1,1,Theory,8,1,5,80,-1
Female,Urban,Under Graduate,21,3,Laptop,Middle Class,10,5,Yes,3,8,1,No,No,81,2,2,Practical,6,1,6,90,4
Male,Urban,Under Graduate,20,7,Laptop,Rich,4,4,No,3,3,3,No,No,71,4,4,Both,10,1,5,80,4
Male,Rural,School,19,5,Laptop,Middle Class,8,2,No,4,7,1,Yes,No,81,2,4,Both,5,1,3,90,5
Female,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,3,6,5,Yes,yes,71,2,2,Theory,6,1,5,80,1
Female,Urban,Under Graduate,22,4,Laptop,Middle Class,4,4,No,3,6,7,No,No,61,4,4,Practical,10,3,5,70,0
Female,Urban,Under Graduate,21,8,Mobile,Middle Class,4,4,Yes,5,4,3,Yes,yes,81,3,3,Theory,9,2,4,90,6
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,4,3,Yes,4,5,3,No,No,71,2,2,Both,6,2,4,80,3
Female,Urban,Under Graduate,21,9,Mobile,Middle Class,5,4,Yes,4,7,3,No,No,11,2,1,Theory,5,1,4,20,3
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,2,5,Yes,3,7,4,Yes,No,71,5,3,Both,8,2,6,80,4
Male,Urban,Under Graduate,20,8,Laptop,Middle Class,6,4,Yes,3,7,1,No,No,81,1,1,Theory,6,2,5,90,3
Male,Urban,School,19,7,Laptop,Rich,3,4,No,2,8,4,No,yes,91,3,1,Both,8,2,5,100,2
Female,Urban,Post Graduate,23,20,Mobile,Middle Class,5,5,No,1,9,8,No,No,81,2,1,Theory,5,1,5,90,-5
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,5,5,No,6,7,3,Yes,No,71,3,3,Practical,7,2,6,80,6
Female,Urban,Under Graduate,20,9,Laptop,Middle Class,4,4,Yes,3,6,2,Yes,No,81,3,2,Both,6,2,5,90,4
Male,Urban,School,18,4,Laptop,Middle Class,4,5,No,2,7,3,No,No,81,2,1,Theory,8,2,6,90,1
Male,Rural,Under Graduate,19,7,Laptop,Middle Class,4,5,Yes,5,7,5,No,No,91,1,2,Theory,10,2,6,100,1
Male,Urban,Under Graduate,19,5,Laptop,Middle Class,3,5,No,5,6,1,Yes,yes,81,2,3,Practical,7,1,6,90,7
Male,Rural,Under Graduate,19,5,Mobile,Middle Class,4,2,Yes,5,6,2,No,No,81,3,3,Practical,6,3,2,90,6
Female,Urban,Under Graduate,20,7,Laptop,Rich,4,4,Yes,3,8,3,Yes,yes,81,3,4,Practical,6,2,5,90,4
Female,Rural,Under Graduate,20,7,Laptop,Middle Class,5,3,No,5,8,5,Yes,No,81,1,1,Practical,2,1,4,90,1
Male,Rural,Under Graduate,21,7,Laptop,Middle Class,6,4,No,4,6,3,Yes,No,81,3,2,Practical,8,1,5,90,4
Male,Urban,Under Graduate,20,4,Laptop,Rich,4,5,No,1,6,2,No,No,61,1,1,Both,8,1,6,70,0
Male,Urban,Under Graduate,18,6,Laptop,Middle Class,4,3,No,7,7,3,No,No,81,1,1,Practical,2,1,4,90,5
Female,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,2,7,8,Yes,yes,71,2,3,Practical,6,2,5,80,-3
Female,Urban,Under Graduate,20,8,Laptop,Middle Class,5,5,Yes,4,7,2,Yes,No,81,2,2,Practical,5,1,6,90,4
Male,Urban,Under Graduate,19,4,Mobile,Middle Class,4,3,Yes,2,8,2,Yes,yes,51,2,1,Practical,3,2,3,60,3
Male,Urban,Under Graduate,19,7,Laptop,Middle Class,5,5,No,2,6,4,No,No,81,2,1,Both,5,1,6,90,0
Female,Rural,Under Graduate,19,8,Laptop,Middle Class,4,3,No,2,6,3,Yes,No,91,4,2,Both,6,2,4,100,3
Male,Urban,Under Graduate,20,6,Mobile,Middle Class,4,3,Yes,2,7,4,Yes,No,71,2,2,Practical,6,1,3,80,0
Female,Urban,Under Graduate,19,7,Laptop,Middle Class,6,2,Yes,1,8,3,Yes,No,91,3,1,Both,4,1,3,100,1
Male,Urban,Under Graduate,21,6,Laptop,Middle Class,4,4,No,7,6,1,No,No,61,1,1,Practical,7,3,5,70,7
Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,3,No,2,6,4,Yes,No,61,2,2,Both,6,2,4,70,0
Male,Urban,Under Graduate,19,7,Laptop,Rich,4,5,No,4,6,2,No,No,91,1,1,Both,2,1,6,100,3
Male,Urban,Under Graduate,20,8,Mobile,Middle Class,3,3,No,3,5,1,No,No,91,2,1,Both,6,1,3,100,4
Female,Urban,Under Graduate,22,8,Laptop,Middle Class,3,4,No,4,6,3,Yes,No,91,2,2,Both,5,2,5,100,3
Male,Rural,Under Graduate,22,5,Mobile,Middle Class,4,4,Yes,4,8,2,Yes,yes,61,3,4,Both,6,2,4,70,6
Male,Rural,Under Graduate,22,6,Laptop,Poor,5,2,No,6,6,2,No,yes,61,3,3,Theory,6,2,3,70,8
Female,Urban,Post Graduate,37,12,Laptop,Middle Class,4,3,No,3,5,1,No,No,51,3,3,Practical,6,2,4,60,5
Female,Rural,Under Graduate,22,5,Laptop,Middle Class,3,4,Yes,7,8,4,Yes,yes,71,4,4,Practical,8,2,5,80,8
Female,Urban,Under Graduate,22,4,Laptop,Middle Class,6,3,Yes,6,5,1,Yes,yes,81,2,2,Practical,6,2,4,90,8
Female,Rural,Under Graduate,22,5,Laptop,Middle Class,4,2,Yes,6,6,4,Yes,yes,71,3,3,Practical,7,1,3,80,6
Male,Urban,School,20,7,Laptop,Middle Class,3,3,Yes,5,8,4,Yes,yes,81,2,1,Both,5,2,4,90,4
Male,Urban,Under Graduate,20,7,Laptop,Middle Class,6,5,No,3,8,2,Yes,No,91,1,3,Both,6,2,6,100,2
Female,Rural,Under Graduate,22,6,Laptop,Middle Class,5,3,Yes,7,6,2,Yes,yes,61,3,3,Theory,6,2,4,70,9
Female,Rural,School,12,12,Mobile,Poor,4,2,Yes,10,8,1,No,No,91,4,4,Practical,8,2,2,100,13
Female,Urban,Post Graduate,40,10,Laptop,Middle Class,4,5,No,3,6,1,No,yes,11,5,4,Practical,9,3,6,20,8
Female,Rural,Under Graduate,22,6,Mobile,Middle Class,4,3,Yes,9,6,3,Yes,No,61,3,3,Practical,6,2,3,70,9
Female,Rural,Under Graduate,23,5,Laptop,Middle Class,7,3,Yes,7,7,3,Yes,No,71,3,3,Theory,4,2,4,80,7
Female,Urban,Under Graduate,23,5,Laptop,Middle Class,4,2,Yes,8,7,3,No,yes,81,4,3,Practical,6,2,3,90,10
Male,Rural,Under Graduate,24,5,Laptop,Middle Class,4,2,No,10,7,1,Yes,yes,61,3,2,Practical,6,2,3,70,13
Male,Rural,Under Graduate,22,5,Laptop,Middle Class,6,2,Yes,2,8,1,Yes,yes,71,2,1,Practical,3,1,3,80,4
Male,Urban,Under Graduate,19,8,Laptop,Middle Class,3,5,No,10,5,8,Yes,yes,91,4,1,Both,6,2,6,100,7
Female,Urban,Under Graduate,21,20,Laptop,Middle Class,4,4,No,4,7,2,Yes,yes,81,3,4,Both,7,2,5,90,6
Male,Urban,Under Graduate,21,5,Laptop,Middle Class,5,5,No,5,6,2,Yes,yes,61,3,3,Both,6,2,6,70,7
Female,Urban,Under Graduate,21,5,Laptop,Middle Class,6,3,Yes,5,4,1,No,yes,81,3,2,Practical,4,2,4,90,8
Male,Urban,Under Graduate,21,5,Laptop,Middle Class,4,2,No,3,5,2,Yes,yes,71,3,2,Both,8,2,3,80,5
